,__id,__site_id,__title,__subtitle,__seller_id,__category_id,__official_store_id,__price,__base_price,__original_price,__currency_id,__initial_quantity,__available_quantity,__sold_quantity,__buying_mode,__listing_type_id,__start_time,__stop_time,__condition,__permalink,__thumbnail_id,__thumbnail,__secure_thumbnail,__video_id,__accepts_mercadopago,__non_mercado_pago_payment_methods,__shipping__mode,__shipping__tags,__shipping__dimensions,__shipping__local_pick_up,__shipping__free_shipping,__shipping__logistic_type,__shipping__store_pick_up,__international_delivery_mode,__seller_address__city__name,__seller_address__state__id,__seller_address__state__name,__seller_address__country__id,__seller_address__country__name,__seller_address__search_location__neighborhood__id,__seller_address__search_location__neighborhood__name,__seller_address__search_location__city__id,__seller_address__search_location__city__name,__seller_address__search_location__state__id,__seller_address__search_location__state__name,__seller_address__id,__seller_contact,__coverage_areas,__warnings,__listing_source,__variations,__status,__sub_status,__tags,__warranty,__catalog_product_id,__domain_id,__parent_item_id,__differential_pricing,__deal_ids,__automatic_relist,__date_created,__last_updated,__health,__catalog_listing,__sale_terms_0__id,__sale_terms_0__name,__sale_terms_0__value_id,__sale_terms_0__value_name,__sale_terms_0__value_struct,__sale_terms_1__id,__sale_terms_1__name,__sale_terms_1__value_id,__sale_terms_1__value_name,__sale_terms_1__value_struct__number,__sale_terms_1__value_struct__unit,__sale_terms_2__id,__sale_terms_2__name,__sale_terms_2__value_id,__sale_terms_2__value_name,__sale_terms_2__value_struct,__sale_terms_3__id,__sale_terms_3__name,__sale_terms_3__value_id,__sale_terms_3__value_name,__sale_terms_3__value_struct,__sale_terms_4,__descriptions_0__id,__descriptions_1,__shipping__free_methods_0__id,__shipping__free_methods_0__rule__default,__shipping__free_methods_0__rule__free_mode,__shipping__free_methods_0__rule__free_shipping_flag,__shipping__free_methods_0__rule__value,__shipping__free_methods_1,BRAND,MODEL,ACCESSORIES_INCLUDED,ALPHANUMERIC_MODEL,ASPECT_RATIO,COLOR,DEPTH,DISPLAY_SIZE,DISPLAY_TYPE,GTIN,HDMI_PORTS_NUMBER,HEIGHT,INTEGRATED_APPS,IS_3D,IS_CURVED,IS_PORTABLE,IS_SMART,ITEM_CONDITION,LINE,MAX_RESOLUTION,MAX_SPEAKERS_POWER,OPERATIVE_SYSTEM,PACKAGE_HEIGHT,PACKAGE_LENGTH,PACKAGE_WEIGHT,PACKAGE_WIDTH,RESOLUTION_TYPE,SELLER_SKU,SOUND_MODES,SPEAKERS_NUMBER,USB_PORTS_NUMBER,VOLTAGE,WEIGHT,WIDTH,WITH_AUTO_POWER_OFF,WITH_BLUETOOTH,WITH_ETHERNET,WITH_HDMI,WITH_HDR,WITH_HIDDEN_CABLES,WITH_SCREEN_SHARE_FUNCTION,WITH_USB,WITH_WI_FI,pictures,__sale_terms_3,INTEGRATED_VIRTUAL_ASSISTANTS,WITH_INTEGRATED_VOICE_COMMAND,__sale_terms_0__value_struct__number,__sale_terms_0__value_struct__unit,__sale_terms_1__value_struct,DISPLAY_TECHNOLOGY,ORIGIN,WITH_VOICE_COMMAND,BRIGHTNESS,CONTRAST_RATIO,EXCLUSIVE_CHANNEL,HORIZONTAL_VIEWING_ANGLE,IS_KIT,PROCESSOR_CORES_NUMBER,PRODUCT_DATA_SOURCE,PRODUCT_FEATURES,RESPONSE_TIME,SHIPMENT_PACKING,STORAGE_CAPACITY,VERTICAL_VIEWING_ANGLE,WITH_VGA,__sale_terms,__seller_address__city__id,__sale_terms_2__value_struct__number,__sale_terms_2__value_struct__unit,__sale_terms_1,ADDITIONAL_INFO_REQUIRED,__sale_terms_2,WITH_NETFLIX,WITH_WEB_BROWSER,WITH_YOUTUBE,__shipping__methods,__sale_terms_3__value_struct__number,__sale_terms_3__value_struct__unit,ORIGIN_COUNTRY,MANUFACTURING_TIME,__variations_0__id,__variations_0__price,__variations_0__attribute_combinations,__variations_0__available_quantity,__variations_0__sold_quantity,__variations_0__sale_terms,__variations_0__picture_ids,__variations_0__catalog_product_id,__variations_1,__descriptions,VIEWING_ANGLE,IS_FLAMMABLE,DESIGN_AND_FUNCTIONALITY,COUNTRIES_WITH_MAGIC_CONTROL_INCLUDED,PART_NUMBER
278,MLA683662156,MLA,Smart Tv Philips 65  4k Uhd 65pug6412/77 ( Netflix),,144844107,MLA1002,47,134845.2,134845.2,,ARS,19,1,5,buy_it_now,gold_special,2017-09-18T14:37:17.000Z,2037-09-13T14:37:17.000Z,new,https://articulo.mercadolibre.com.ar/MLA-683662156-smart-tv-philips-65-4k-uhd-65pug641277-netflix-_JM,662207-MLA31017675390_062019,http://http2.mlstatic.com/D_662207-MLA31017675390_062019-I.jpg,https://http2.mlstatic.com/D_662207-MLA31017675390_062019-I.jpg,,True,[],custom,[],,True,False,custom,True,none,Hurlingham,AR-B,Buenos Aires,AR,Argentina,TUxBQkhVUjY1Mzla,Hurlingham,TUxBQ0hVUmxpbmdo,Hurlingham,TUxBUEdSQWVmNTVm,Bs.As. G.B.A. Oeste,1040071475,,[],[],,[],active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'under_infractions', 'immediate_payment']",,MLA8060017,MLA-TELEVISIONS,,,[],False,2017-09-18T14:37:17.000Z,2021-03-10T14:05:13.000Z,0.85,False,,,,,,,,,,,,,,,,,,,,,,,MLA683662156-1444076161,,,,,,,,Philips,65PUG6412,"Control remoto,Baterías,Cable de alimentación",65PUG6412/77,16:9,Plateado,8.9 cm,"65 """,LED,8718863012673,4,84.5 cm,"Youtube,Netflix,Web browser",No,,,Sí,Nuevo,6400 Series,3840 px - 2160 px,20 W,,,,,,4K,191-PHI-460,Surround,2,2,110V/220V,24.5 kg,146.2 cm,Sí,,Sí,Sí,,,Sí,Sí,Sí,3,,,,,,,LED,Argentina,,,,,,,,,,,,,,No,[],TUxBQ0hVUmxpbmdo,,,,,,Sí,,,[],,,,,,,,,,,,,,,,,,,
279,MLA879345086,MLA,Smart Tv Samsung Series 7 Un75nu7100gxzs Led 4k 75  100v/240v,,225480741,MLA1002,,399999.0,399999.0,,ARS,998,500,2,buy_it_now,gold_pro,2020-09-18T09:59:05.000Z,2040-09-13T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-879345086-smart-tv-samsung-series-7-un75nu7100gxzs-led-4k-75-100v240v-_JM,608315-MLA43345294503_092020,http://http2.mlstatic.com/D_608315-MLA43345294503_092020-I.jpg,https://http2.mlstatic.com/D_608315-MLA43345294503_092020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Almagro,AR-C,Capital Federal,AR,Argentina,TUxBQkFMTTMwNTBa,Almagro,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,191080237,,[],[],,[],active,[],"['ahora-12', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15059584,MLA-TELEVISIONS,,,[],False,2020-09-18T09:59:06.000Z,2021-02-24T16:09:34.086Z,,True,INVOICE,Facturación,6891885,Factura A,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,MLA879345086-2929084143,,,,,,,,Samsung,UN75NU7100,"Control remoto,Baterías,Cable de alimentación",UN75NU7100GXZS,16:9,Negro,6.06 cm,"75 """,LED,7434916991993,3,96.64 cm,"Youtube,Netflix,Web browser",No,No,No,Sí,Nuevo,Series 7,3840 px - 2160 px,20 W,Tizen,,,,,4K,,Dolby digital plus,2,2,100V/240V,37 kg,168.46 cm,Sí,,Sí,Sí,Sí,,Sí,Sí,Sí,5,,,,,,,,,,,,,,,4,,,,,,,,,TUxBQkFMTTMwNTBa,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
280,MLA886138348,MLA,Smart Tv 50 Pulgadas Kanji Led 4k Kj-mn50-30 Berazategui,,134401239,MLA1002,,53999.0,53999.0,,ARS,3,1,2,buy_it_now,gold_pro,2020-10-30T15:42:12.000Z,2040-10-25T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-886138348-smart-tv-50-pulgadas-kanji-led-4k-kj-mn50-30-berazategui-_JM,915919-MLA44040861325_112020,http://http2.mlstatic.com/D_915919-MLA44040861325_112020-I.jpg,https://http2.mlstatic.com/D_915919-MLA44040861325_112020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,cross_docking,False,none,Berazategui,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0JFUjYyYWU3,Berazategui,TUxBUEdSQXJlMDNm,Bs.As. G.B.A. Sur,1082081359,,[],[],,[],active,[],"['ahora-12', 'brand_verified', 'catalog_product_candidate', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA17325857,MLA-TELEVISIONS,,,[],False,2020-10-30T15:42:12.000Z,2021-03-11T19:13:46.379Z,1,False,PURCHASE_MAX_QUANTITY,Cantidad máxima de compra,,2,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,MLA886138348-3014684512,,73328.0,True,country,True,,,Kanji,4K,"Control remoto,Cable de alimentación",KJ-MN50-30,16:9,Negro,8 cm,"50 """,LED,8107370147082,3,65 cm,"Web browser,Netflix,Youtube",No,No,No,Sí,Nuevo,Smart,3840 px - 2160 px,,Linux,,,,,4K,TVK504K,Stereo,,2,,,113 cm,,,,Sí,,,,Sí,Sí,5,,,,,,,,,,,,,,,4,,,,,,,Sí,,,,,,,,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,
281,MLA898716046,MLA,Smart Tv Hitachi Le504ksmart20 Led 4k 50 ,,274214713,MLA1002,1255,49999.0,49999.0,,ARS,98,50,0,buy_it_now,gold_special,2020-11-25T15:41:18.000Z,2040-11-20T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-898716046-smart-tv-hitachi-le504ksmart20-led-4k-50-_JM,817015-MLA41765520080_052020,http://http2.mlstatic.com/D_817015-MLA41765520080_052020-I.jpg,https://http2.mlstatic.com/D_817015-MLA41765520080_052020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,False,True,drop_off,False,none,Tafí Viejo,AR-T,Tucumán,AR,Argentina,,,TUxBQ1RBRjFlMTNk,Tafí Viejo,TUxBUFRVQ244NmM3,Tucumán,1161580372,,[],[],,[],active,[],"['extended_warranty_eligible', 'loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA15592040,MLA-TELEVISIONS,,,[],False,2020-11-25T15:41:18.000Z,2021-03-10T20:55:27.000Z,0.5,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,,,,,,,MLA898716046-3069115799,,73328.0,True,country,True,,,Hitachi,LE504KSMART20,"Control remoto,Cable de alimentación",,16:9,Negro,23.9 cm,"50 """,LED,,3,71.15 cm,"Netflix,Youtube",No,No,No,Sí,Nuevo,Android,3840 px - 2160 px,16 W,Android TV,,,,,4K,13703506,,2,2,100V/240V,10 kg,112.7 cm,,,Sí,Sí,Sí,,,Sí,Sí,4,,Google Assistant,Sí,12.0,meses,,,,,,,,,,,,,,,,,,,TUxBQ1RBRjFlMTNk,,,,,,Sí,,Sí,,,,,,,,,,,,,,,,,,,,
282,MLA842117613,MLA,Smart Tv Noblex 4k 50  Dj50x6500,,147257166,MLA1002,,47500.0,47500.0,,ARS,22,1,5,buy_it_now,gold_special,2020-03-04T15:14:13.000Z,2040-02-28T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-842117613-smart-tv-noblex-4k-50-dj50x6500-_JM,959497-MLA40722666476_022020,http://http2.mlstatic.com/D_959497-MLA40722666476_022020-I.jpg,https://http2.mlstatic.com/D_959497-MLA40722666476_022020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Córdoba,AR-X,Córdoba,AR,Argentina,,,TUxBQ0NBUGNiZGQx,Córdoba,TUxBUENPUmFkZGIw,Córdoba,119995259,,[],[],,[],active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA15187366,MLA-TELEVISIONS,,,[],False,2020-03-04T15:14:13.000Z,2021-02-27T08:40:33.000Z,0.88,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,INVOICE,Facturación,6891885,Factura A,,,,,,,,MLA842117613-2549368641,,73328.0,True,country,True,,,Noblex,DE50X6500,"Control remoto,Cable de alimentación",,16:9,,8.8 cm,"50 """,LED,7796962601852,3,64.2 cm,"Youtube,Netflix,Web browser",No,,,Sí,Nuevo,,3840 px - 2160 px,16 W,,,,,,4K,17225,Dolby audio,2,2,220V,9.5 kg,111.3 cm,,,Sí,Sí,,,,Sí,Sí,4,,,,,,,,,,280 cd/m²,4000:1,,,,,,,9.5 ms,,,,No,,,,,,,,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,
283,MLA843436160,MLA,Smart Tv Led 55 Hitachi Le554ksmart20 4k Con Android Cuotas,,9877009,MLA1002,,79719.9,79719.9,,ARS,13,1,5,buy_it_now,gold_pro,2020-03-12T14:22:16.000Z,2040-03-07T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-843436160-smart-tv-led-55-hitachi-le554ksmart20-4k-con-android-cuotas-_JM,686690-MLA40997186182_032020,http://http2.mlstatic.com/D_686690-MLA40997186182_032020-I.jpg,https://http2.mlstatic.com/D_686690-MLA40997186182_032020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,cross_docking,False,none,Caballito,AR-C,Capital Federal,AR,Argentina,TUxBQkNBQjM4MDda,Caballito,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1059394913,,[],[],,[],active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA15592777,MLA-TELEVISIONS,,,[],False,2020-03-12T14:22:16.000Z,2021-03-11T08:20:46.000Z,1,False,INVOICE,Facturación,6891885,Factura A,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,WARRANTY_TIME,Tiempo de garantía,,12 meses,,,,,,,,MLA843436160-2563668359,,73328.0,True,country,True,,,Hitachi,CDH-LE554KSMART20,"Control remoto,Cable de alimentación",,16:9,Gris oscuro,7.79 cm,"55 """,LED,7796941100420,3,72.17 cm,"Netflix,Youtube",No,No,No,Sí,Nuevo,,3840 px - 2160 px,16 W,Android TV,,,,,4K,,Dolby digital,2,2,100V/240V,11.9 kg,124.39 cm,,Sí,Sí,Sí,Sí,,,Sí,Sí,4,,Google Assistant,Sí,,,,,Argentina,,,,,,,,,,,,,,,,TUxBQkNBQjM4MDda,12.0,meses,,,,,,,,,,,,,,,,,,,,,,,,,,
284,MLA875263218,MLA,Smart Tv Tcl L65p8m Uhd 4k Android Tv Control Por Voz Nuevo!,,316154644,MLA1002,,98999.0,98999.0,,ARS,4,1,0,buy_it_now,gold_special,2020-08-26T20:17:33.000Z,2040-08-21T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-875263218-smart-tv-tcl-l65p8m-uhd-4k-android-tv-control-por-voz-nuevo-_JM,927770-MLA40803735319_022020,http://http2.mlstatic.com/D_927770-MLA40803735319_022020-I.jpg,https://http2.mlstatic.com/D_927770-MLA40803735319_022020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Ingeniero Adolfo Sourdeaux,AR-B,Buenos Aires,AR,Argentina,TUxBQklORzYyODFa,Ingeniero Adolfo Sourdeaux,TUxBQ01BTHZpbmFz,Malvinas Argentinas,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,914609562,,[],[],,[],active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15283792,MLA-TELEVISIONS,,,[],False,2020-08-26T20:17:33.000Z,2021-03-01T09:20:04.000Z,0.83,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,INVOICE,Facturación,6891885,Factura A,,,,,,,,MLA875263218-2878842392,,,,,,,,TCL,L65P8M,Control remoto,,16:9,,10 cm,"65 """,LED,,3,84 cm,,,,,Sí,Nuevo,,3840 px - 2160 px,16 W,Android TV,,,,,4K,HTELECO60060,,,1,100V/240V,18 kg,145.6 cm,,Sí,,Sí,,,,Sí,Sí,4,,,Sí,12.0,meses,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
285,MLA898037893,MLA,Smart Tv 65 Pulgadas Zenith Led 4k-uhdIxe-65st4k,,183690376,MLA1002,,127900.0,127900.0,,ARS,5,1,1,buy_it_now,gold_pro,2020-11-20T04:23:49.000Z,2040-11-15T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-898037893-smart-tv-65-pulgadas-zenith-led-4k-uhdixe-65st4k-_JM,624652-MLA44128409073_112020,http://http2.mlstatic.com/D_624652-MLA44128409073_112020-I.jpg,https://http2.mlstatic.com/D_624652-MLA44128409073_112020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Lanús,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0xBTmJjYzE4,Lanús,TUxBUEdSQXJlMDNm,Bs.As. G.B.A. Sur,208505754,,[],[],,[],active,[],"['brand_verified', 'catalog_product_candidate', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 6 meses,,MLA-TELEVISIONS,,,[],False,2020-11-20T04:23:49.000Z,2021-02-22T14:00:38.000Z,1,False,WARRANTY_TIME,Tiempo de garantía,,6 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,,,,,,,MLA898037893-3059577773,,,,,,,,Zenith,IXE-65ST4K,,65ST4K,,Negro,,"65 """,LED,8080069857496,3,,,No,No,No,Sí,Nuevo,Smart tv,,,,,,,,4K,,,,,,,,,,,Sí,Sí,,,Sí,Sí,2,,,,6.0,meses,,,,,,,,,,,,,,,,,,,TUxBQ0xBTmJjYzE4,,,,,,Sí,,,[],,,,,,,,,,,,,,,,,,,
286,MLA884455516,MLA,Philips Smart Tv Led 4k Uhd 55pud6654/77,,211743527,MLA1002,821,82599.0,82599.0,,ARS,6,1,3,buy_it_now,gold_special,2020-10-19T14:19:13.000Z,2040-10-14T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-884455516-philips-smart-tv-led-4k-uhd-55pud665477-_JM,874563-MLA43802138431_102020,http://http2.mlstatic.com/D_874563-MLA43802138431_102020-I.jpg,https://http2.mlstatic.com/D_874563-MLA43802138431_102020-I.jpg,,True,[],not_specified,[],,True,False,not_specified,False,none,Palermo,AR-C,Capital Federal,AR,Argentina,TUxBQlBBTDI1MTVa,Palermo,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,182409805,,[],[],,[],active,[],"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment']",Garantía de fábrica: 6 meses,,MLA-TELEVISIONS,,,[],False,2020-10-19T14:19:13.000Z,2021-03-11T12:14:43.000Z,0.83,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,6 meses,6.0,meses,,,,,,,,,,,,MLA884455516-2989964886,,,,,,,,Philips,58PUD6654,,58PUD6654/77,,Plateado,,"58 """,LED,8718863026113,,,,No,No,No,Sí,Nuevo,6600 Series,,,Saphi,,,,,4K,,Dolby atmos,,,,,,,,,Sí,Sí,,,Sí,,3,,,,,,,,,,,,,,,,,,,,,,,,TUxBQlBBTDI1MTVa,,,,,,Sí,,Sí,[],,,,,,,,,,,,,,,,,,,
287,MLA899572970,MLA,Smart Tv Samsung Series 6 Qn82q60ragxzb Qled 4k 82 ,,274214713,MLA1002,1255,359999.0,359999.0,,ARS,17,1,0,buy_it_now,gold_pro,2020-12-01T19:58:04.000Z,2040-11-26T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-899572970-smart-tv-samsung-series-6-qn82q60ragxzb-qled-4k-82-_JM,962818-MLA41956780375_052020,http://http2.mlstatic.com/D_962818-MLA41956780375_052020-I.jpg,https://http2.mlstatic.com/D_962818-MLA41956780375_052020-I.jpg,,True,[],not_specified,[],,False,True,not_specified,False,none,Tafí Viejo,AR-T,Tucumán,AR,Argentina,,,TUxBQ1RBRjFlMTNk,Tafí Viejo,TUxBUFRVQ244NmM3,Tucumán,1161580372,,[],[],,[],active,[],"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'ahora-12', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15341980,MLA-TELEVISIONS,,,[],False,2020-12-01T19:58:05.000Z,2021-03-10T20:55:56.000Z,0.85,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,,,,,,,,,,,,MLA899572970-3081590774,,,,,,,,Samsung,QN82Q60R,"Control remoto,Cable de alimentación",QN82Q60RAGXZB,16:9,,6.12 cm,"82 """,QLED,8806090610844,4,105.24 cm,"Youtube,Netflix,Web browser",,,,Sí,Nuevo,Series 6,3840 px - 2160 px,20 W,,,,,,4K,13701135,Dolby digital plus,2,2,220V - 240V,46.8 kg,183.8 cm,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,5,,Bixby,Sí,12.0,meses,,,,,,,,,,,,,,,,,,,TUxBQ1RBRjFlMTNk,,,,,,,,,[],,,,,,,,,,,,,,,,,,,
288,MLA900658916,MLA,Smart Tv 4k 50 Telefunken 50 Tk5020uk6 Usb Hdmi Ultra Hd,,179579764,MLA1002,308,67839.0,67839.0,,ARS,185,150,2,buy_it_now,gold_pro,2020-12-11T13:01:04.000Z,2040-12-06T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-900658916-smart-tv-4k-50-telefunken-50-tk5020uk6-usb-hdmi-ultra-hd-_JM,948768-MLA44401187162_122020,http://http2.mlstatic.com/D_948768-MLA44401187162_122020-I.jpg,https://http2.mlstatic.com/D_948768-MLA44401187162_122020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Junín,AR-B,Buenos Aires,AR,Argentina,,,TUxBQ0pVTjE5NjM,Junín,TUxBUFpPTmFpbnRl,Buenos Aires Interior,159710747,,[],[],,[],active,[],"['ahora-12', 'brand_verified', 'catalog_product_candidate', 'extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment']",Garantía de fábrica: 12 meses,,MLA-TELEVISIONS,,,[],False,2020-12-11T13:01:04.000Z,2021-03-09T04:42:41.000Z,0.88,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,,,,,,,,,,,,,,73328.0,True,country,True,,,Telefunken,TK5020UK6,,50TK5020UK6,,Negro,,"49 """,LED,7796885402345,,,,No,No,No,Sí,Nuevo,Smart Tv 4K,,,,,,,,4K,504613,,,,,,,,,,Sí,No,,,Sí,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,
289,MLA885979367,MLA,Smart Tv 50 LG Led 4k 50um7360psa Uhd Magic Remote Cuotas,,85023067,MLA1002,,99999.0,99999.0,,ARS,1,1,0,buy_it_now,gold_pro,2020-10-29T15:50:27.000Z,2040-10-24T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-885979367-smart-tv-50-lg-led-4k-50um7360psa-uhd-magic-remote-cuotas-_JM,941089-MLA43939686963_102020,http://http2.mlstatic.com/D_941089-MLA43939686963_102020-I.jpg,https://http2.mlstatic.com/D_941089-MLA43939686963_102020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,cross_docking,False,none,Villa Real,AR-C,Capital Federal,AR,Argentina,TUxBQlZJTDM3Mzda,Villa Real,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,100388991,,[],[],,[],active,[],"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'ahora-12', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment']",Garantía de fábrica: 12 meses,MLA15283793,MLA-TELEVISIONS,,,[],False,2020-10-29T15:50:27.000Z,2021-03-11T19:14:22.282Z,1,False,PURCHASE_MAX_QUANTITY,Cantidad máxima de compra,,1,,INVOICE,Facturación,6891885,Factura A,,,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,WARRANTY_TIME,Tiempo de garantía,,12 meses,,,MLA885979367-3012318313,,73328.0,True,country,True,,,LG,50UM7360,"Control remoto,Baterías,Cable de alimentación",50UM7360PSA,16:9,Negro,23.1 cm,"50 """,LED,7790653060171,3,72.2 cm,"Youtube,Netflix,Web browser",No,No,No,Sí,Nuevo,AI ThinQ,3840 px - 2160 px,20 W,webOS,,,,,4K,BH 3017 PREM,DTS virtual:X,2,2,100V/240V,11.5 kg,113 cm,,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,5,,,Sí,,,,,,,360 cd/m²,,,,,4,,,,,,,,,TUxBQlZJTDM3Mzda,,,,,,,,,,12.0,meses,,,,,,,,,,,,,,,,,
